title,link,author,pubDate,description,text
['gouvernement travaille symbiose total Kais Saied porte-parole'],https://africanmanager.com/le-gouvernement-travaille-en-symbiose-totale-avec-kais-saied-selon-son-porte-parole/,['African Manager'],"['Wed', 'aug 14:01:06 +0000']","['gouvernement travaille harmonie total président république Kais Saied vision affirmé&160 porte-parole et&160 ministre l&8217;Emploi', 'Nasseredine Nsibi', 'propager l&8217;ordr rumeur&160 -t il ajouter mercredi onde shem fm indiquer']",
['tunisie d ’ argent acheter produire pétrolier \xa0    d ’ ici septembre'],https://africanmanager.com/la-tunisie-a-telle-assez-dargent-pour-acheter-des-produits-petroliers-dici-septembre/,['African Manager'],"['Wed', 'aug 13:14:27', '+0000']","['l ’ expert international secteur pétrolier Mahmoud', 'el May déclarer mercredi août Tunisie n ’ acheter quantité programmée gasoil produit pétrolier cause manqu liquidité quantité restant racheter août choisir puiser r stock stratégique']",
['Chine mettre premier menace exécution contre Taïwan'],https://africanmanager.com/la-chine-met-ses-premieres-menaces-a-execution-contre-taiwan/,['African Manager'],"['Wed', 'aug 13:04:00', '+0000']","['Chine déployer mercredi août salve sanction commercial contre Taïwan exercice militaire l ’ île réaction visite président chambre représentant américain', 'Nancy Pelosi être annoncer déplacement démocrate américain important élu américain']",
['l ’ Opep+ discut stratégie pression américain'],https://africanmanager.com/lopep-discute-strategie-sous-pression-americaine/,['African Manager'],"['Wed', 'aug 12:57:19', '+0000']",['pays l&8217;Opep+ entamer réunion mercredi Vienne discuter stratégie production pétrol regard joe Biden récemment courtiser l&8217;arabie saoudite tenter d&8217;enrayer flambé cours jusqu&8217;à présent l&8217;organisation pays exportateurs pétrol Opep emmener ryad alliés conduit'],
['Ghannouchi maill partir justice'],https://africanmanager.com/de-nouveau-ghannouchi-a-maille-a-partir-avec-la-justice/,['African Manager'],"['Wed', 'aug 12:54:56 +0000']","['mouvement Ennhadha accuser mercredi autorité tenter d&8217;intimider opposant affirmer policer nouveau enquête&160 contre chef Rached Ghannouchi', 'partir déclarer que&160 dernier fait&160 l&8217;objet d&8217;une enquête qu&8217;il soupçonner d&8217;avoir qualifier force sécurité tyrannique nier tenir']",
"['Lancement identité électronique national', 'portable']",https://africanmanager.com/lancement-de-la-premiere-identite-electronique-nationale-sur-le-portable/,['African Manager'],"['Wed', 'aug 12:12:14 +0000']",['ministre Technologies communication Nizar Néji annoncer lancement identité électronique national portable mobileid permettre accès sûr rapide service administratif retraire document officiel lign Intervenant mercredi d ’ conférence press tenir paler gouvernement'],
['parachèvement procédure relatif l ’ indemnisation magistrat révoquer'],https://africanmanager.com/parachevement-des-procedures-relatives-a-lindemnisation-des-magistrats-revoques/,['African Manager'],"['Wed', 'aug 11:15:22 +0000']","['ministère Justice annoncer mercredi parachèvement procédure nécessaire relatif l&8217;indemnisation magistrat révoquer vertu décret présidentiel numéro premier juin', 'magistrat concerner reçu indemniter juillet écouler précise département communiquer publier mercredi ministère', '']",
['coalition \xa0   Soumoud \xa0   appeler saied lancer dialogue apporter amendement text constitution'],https://africanmanager.com/la-coalition-soumoud-appelle-saied-a-lancer-un-dialogue-pour-apporter-des-amendements-au-texte-de-la-constitution/,['African Manager'],"['Wed', 'aug 11:11:55', '+0000']",['coalition Soumoud appeler président république Kais saied lancer dialogue national s&8217;accorder amendement nécessaire texte constitution juin coalition plaider équilibre l&8217;exécutif pouvoir l&8217;élaboration d&8217;une loi électoral participatif'],
['d ’ augmentation prix manuel scolaire'],https://africanmanager.com/pas-daugmentation-dans-les-prix-des-manuels-scolaires/,['African Manager'],"['Wed', 'aug 11:07:10 +0000']",['prix manuel scolaire l ’ année scolaire demeurent inchangé aucun augmentation n ’ être introduire rapport l ’ année dernier souligné source responsable centre national pédagogique CNP déclaration l ’ agence tap responsable ajouté manuel scolaire actuellement disponible librairie attendre'],
"['bna', 'pnb MDT mois']",https://africanmanager.com/bna-un-pnb-de-450-mdt-en-6-mois/,['communiquer'],"['Wed', 'aug 09:35:30 +0000']","['l ’ en-cours créance clientèle net provision agio réserver atteindre bna 13.586 million dinar 30.06.2022 contre 11.537 million dinar 30.06.2021 enregistrant augmentation 17,8 dépôt clientèle enregistrer juin Juin augmentation million']",
"['City Cars', 'vente progresser 6,2 2ème trimestre']",https://africanmanager.com/city-cars-les-ventes-ont-progresse-de-62-au-2eme-trimestre/,['communiquer'],"['Wed', 'aug 09:24:48 +0000']","['revenir 2èm trimestre société City Cars concessionnaire marque Kia Tunisie élevé 94,967 MDT contre 89,394 MDT courant période enregistrer progression 6,2 l', '’', 'ensemble premier', 'semestre revenir baisser 11,7 s ’ établir']",
"['simpar chiffre d ’ affaire augmente', '']",https://africanmanager.com/simpar-le-chiffre-daffaire-augmente-de-22/,['communiquer'],"['Wed', 'aug 09:21:37 +0000']","['chiffre d&8217;affaire société simpar trimestre atteindre 3,5 million dinar contre 2,8 million dinar trimestr augmentation chiffr d&8217;affaire cumuler société Juin atteindre 6,6 million dinar contre 5,3 million dinar', '']",
"['biat', 'pnb 597,7 fin juin']",https://africanmanager.com/biat-un-pnb-de-5977-a-fin-juin-2022/,['communiquer'],"['Wed', 'aug 09:20:10', '+0000']","['biat clôturer semestre pnb 597,7 MDT formation pnb ventiler marge intérêt 263,6 MDT marge commission 116,7 MDT d ’ revenir 217,4 MDT', 'charge opératoire', 'être 240,9 MDT en-cours dépôt']",
"['Alkimia', 'groupe Chimique mettre danger investissement MDT']",https://africanmanager.com/alkimia-le-groupe-chimique-met-en-danger-un-investissement-de-35-mdt/,['communiquer'],"['Wed', 'aug 09:14:33 +0000']","['production juin atteindre tonner Tri-Polyphosphate sodium STPP', 'na5p3o10 contre tonne produire premier semestre trimestre l ’ année', 'être marquer l ’ arrêt total unité production suite l ’ augmentation excessif prix l ’ acide phosphorique décider']",
"['ennakl', 'chiffre d ’ affaire baiss']",https://africanmanager.com/ennakl-le-chiffre-daffaire-baisse-de-18/,['communiquer'],"['Wed', 'aug 09:11:19', '+0000']","['terme semestre l ’ année chiffr d ’ affaire société ennakl enregistrer régression 18,07 rapport période l ’ année passer 274,194 million 224,659 million dinar 30/06/2022', 'baisse justifier problème d ’ approvisionnement logistique raison', '']",
"['STB PNB augmente', 'diminuant']",https://africanmanager.com/stb-le-pnb-augmente-en-diminuant/,['communiquer'],"['Wed', 'aug 09:08:07', '+0000']","['fin juin indicateur d ’ activité performance Société Tunisienne Banque STB', 'évolué dépôt clientèl enregistrer progression 909,4 million dinar 10.88 juin juin s ’ établir 9.268,2 million dinar principalement', '']",
['party intervenant mobiliser contre feux forêt'],https://africanmanager.com/toutes-les-parties-intervenantes-mobilisees-contre-les-feux-de-foret/,['African Manager'],"['Wed', 'aug', '08:03:11', '+0000']","['sapeur pompier intervenir week end circonscrir feu forêt simultaner s ’ déclarer samedi juillet Jebel Boustita Ben Arous Jebel Hattous Gouvernorat Nabeul Jebel Sidi', 'Nouri', 'Gouvernorat', 'Zaghouan', 'opération dérouler coordination service direction général forêt service', '']",
['bizerte grève agent cadre sociéter \xa0   El Fouladh \xa0   reporter'],https://africanmanager.com/bizerte-la-greve-des-agents-et-cadres-de-la-societe-el-fouladh-reportee/,['African Manager'],"['Wed', 'aug 08:00:33 +0000']",['prévue aout grève agent cadre société Tunisienne Sidérurgie El Fouladh être reporter octobre annoncer mardi partie syndical société décision intervenir suite réunion comité régional réconciliation tenir mardi siège gouvernorat'],
"['côte d ’ Ivoire', 'Guillaume', 'Soro faire profil face Ouattara']",https://africanmanager.com/cote-divoire-guillaume-soro-doit-faire-profil-bas-face-a-ouattara/,['African Manager'],"['Wed', 'aug 07:57:59', '+0000']",['ministre ivoirien réconciliation cohésion national Kouadio Konan Bertin KKB estimer lundi l&8217;ancien président l&8217;assembler national côte d&8217;ivoir Guillaume Soro faire profil face Alassane Ouattara froid m. Kouadio Konan Bertin s&8217;exprimait l&8217;occasion'],
['Barreau américain honore président BAD'],https://africanmanager.com/le-barreau-americain-honore-le-president-de-la-bad/,['African Manager'],['Wed Aug 07:56:11 +0000'],"['président groupe Banque africain développement m. Akinwumi Adesina s&8217;est décerner prix Ronald Harmon Brown distinction international national Bar Association Etats-Unis', 'prix nommer l ’ honneur ron Brown Afro-Américain présider grand parti politique américain Afro-Américain']",
"['dialogue Éthiopie', 'l ’ ultimatum tplf gouvernement central']",https://africanmanager.com/dialogue-en-ethiopie-lultimatum-du-tplf-au-gouvernement-central/,['African Manager'],"['Wed', 'aug 07:54:35 +0000']","['front libération peuple Tigré tplf menacer reprendre arme addi', 'Abeba réunit condition préalable négociation date butoir qu ’ fixée', 'compte rebour lancer front libération peuple Tigré tplf rebelle actif Nord']",
['Maroc abrite Super coupe caf'],https://africanmanager.com/le-maroc-abrite-la-super-coupe-de-la-caf/,['African Manager'],"['Wed', 'aug 07:53:32 +0000']",['fédération marocain football frmf annoncer mardi Maroc abriter septembre prochain supercoup confédération africain football Wydad Casablanca Renaissance Berkane décision être annoncer réunion comité directeur frmf tenir siège'],
"['Manouba', 'quantité céréale collecter dépasser quintal']",https://africanmanager.com/manouba-les-quantites-de-cereales-collectees-depassent-240-mille-quintaux/,['African Manager'],"['Wed', 'aug 07:42:18 +0000']","['quantité céréale collecter gouvernorat Manouba avoisiner quintal fin récolte superficie emblaver cour anner atteindre hectare rendemer atteindre quintal hectare donnée fournie Commissariat régional développement agricole', '']",
['concessionnaire auto griffer Fisc'],https://africanmanager.com/un-concessionnaire-auto-dans-les-griffes-du-fisc/,['Khaled Boumiza'],"['Tue', 'aug 16:29:00', '+0000']",['état financier Société Tunisienne d&8217;automobiles STA coter bourse Tunis l&8217;exercic ressortir capital propre positif dt résultat bénéficiaire l&8217;exercic s&8217;élever MDT résultat d&8217;aver introduction bours baiss presque'],
['prix carburer augmenter dernier hausse pénultième'],https://africanmanager.com/les-prix-du-carburant-vont-encore-augmenter-et-ce-ne-serait-pas-la-derniere-hausse-ni-la-penultieme/,['Amir Mrad'],"['Tue', 'aug 16:28:58 +0000']","['ministre l&8217;industrie mine l&8217;énergie Neila gonji,&160 annoncer qu&8217;il être décider d&8217;augmenter prix carburer mois suspension mécanisme d&8217;ajustement mensuel automatique prix produire pétrolier déclaration African Manager mardi août 2022,&160 elle&160 expliquer']",
"['Complexe sportif Ben Arous dernier préparatif', 'remettre projet discussion']",https://africanmanager.com/complexe-sportif-de-ben-arous-les-derniers-preparatifs-avant-la-remise-du-projet-en-discussion/,['African Manager'],"['Tue', 'aug 16:06:32', '+0000']",['dernier préparatif procédure remettre meilleur délai projet complexe culturel sportif jeunesse Ben Arous l&8217;objet d&8217;une séance travail tenir mardi ministre Jeunesse Sports Kamel Déguiche gouverneur Ben Arous Ezzedine Chelbi séance'],
"['juge révoquer', 'président république reconner l ’ injustice refuse l ’ avouer publiquement']",https://africanmanager.com/juges-revoques-le-president-de-la-republique-reconnait-linjustice-mais-refuse-de-lavouer-publiquement/,['African Manager'],"['Tue', 'aug 16:01:38', '+0000']","['président l&8217;association Magistrats Tunisiens AMT', 'Anas Hmadi déclarer information parvenue l&8217;association président République reconner l&8217;injustice subie juge refuse l&8217;avouer publiquement revenir décision s&8217;exprimer mardi conférence presse révéler dernier rebondissement l&8217;affair']",
['Saied opposant réserver tunisie tunisien \xa0    référendum'],https://africanmanager.com/ce-que-saied-et-ses-opposants-reservent-a-la-tunisie-et-aux-tunisiens-apres-le-referendum/,['African Manager'],"['Tue', 'aug 16:00:00', '+0000']","['Décriée contester voir remettre cause l ’ issue référendum juillet n ’ relève accomplir lieu l ’ appréhender', 'résultat consultation être quasi totalement acter recour former plaider justice beaucoup']",
['Bouden recevoir ministre Tourisme algérien'],https://africanmanager.com/bouden-recoit-le-ministre-du-tourisme-algerien/,['African Manager'],"['Tue', 'aug 16:00:00', '+0000']",['cheffe gouvernement Najla Bouden recevoir mardi palai Kasbah ministre Tourisme algérien Yassine Hammadi effectue visite travail tunisie août l&8217;occasion tenue 5e session commission sectoriel tuniso algérien domain tourism'],
['Canada \xa0    enclin report sommet Francophonie travaille'],https://africanmanager.com/le-canada-enclin-a-un-autre-report-du-sommet-de-la-francophonie-et-y-travaille/,['African Manager'],"['Tue', 'aug 15:20:29 +0000']","['Canada discrètemer campagn reporter sommet Francophonie lieu novembre Tunisie raison situation politique pays rapporte&160;&160 quotidien canadien presse contest le&160 ministre Justin Trudeau semaines convaincr allié', '']",
"['marcher boursier perd 0,03 terme séance mardi']",https://africanmanager.com/le-marche-boursier-perd-003-au-terme-de-la-seance-du-mardi/,['African Manager'],"['Tue', 'aug 14:20:08', '+0000']","['marcher boursier perdu point -0,03 terme séance mardi terminant 7746,47 point unvolum 3,2MDt l&8217;intermédiair bourse', 'Tunisie Valeurs', 'titre atb signer fort hauss séance volume soutenir dinar', 'l ’ action', '']",
['covid-19 \xa0   taux positivité test continue baisser'],https://africanmanager.com/covid-19-le-taux-de-positivite-des-tests-continue-de-baisser/,['African Manager'],"['Tue', 'aug 13:26:23', '+0000']","['décès supplémentaire nouveau contamination covid-19 être enregistrer juillet dernier total test réaliser taux positivité contre 38,02 cours semain précédent 46,10 cours semain juillet dernier']",
['steg réalise     enquête auprès client bas tension'],https://africanmanager.com/la-steg-realise-une-enquete-aupres-de-ses-clients-basse-tension/,['African Manager'],"['Tue', 'aug 13:09:30', '+0000']",['société tunisienne l ’ electricité Gaz steg annonce communiquer publier mardi qu ’ procédé cours mois juillet réalisation d ’ enquête auprès client bas tension non-domestique République petit commerçant industriel artisans conformément loi statistique n degré'],
"['investmed', 'tunisie PME startups compétition allocatier fonds']",https://africanmanager.com/investmed-tunisie-27-pme-et-startups-en-competition-pour-14-allocations-de-fonds/,['African Manager'],"['Tue', 'aug 12:59:14 +0000']",['businessmed organiser concours pitch local tunisie cadr projet investmed startup mpm travailler secteur l&8217;économie verte bleue créatif culturel région tunisie événement être l&8217;occasion startups mpm présélectionner région Tunisie'],
['tunisie revenir marcher l ’ achat \xa0   tonne céréale'],https://africanmanager.com/la-tunisie-revient-sur-le-marche-pour-lachat-de-150-000-tonnes-de-cereales/,['African Manager'],"['Tue', 'aug 12:50:01 +0000']","['l&8217;office tunisien céréale tunisie lancer appel d&8217;offre international l&8217;achat d&8217;environ tonne bler tendre tonne d&8217;orge fourrager indiquer mardi négociant européen', 'date limite soumission offre prix fixer août', 'céréale provenir d&8217;origines toutefois', '']",
['5ème session commission sectoriel tuniso algérien tourism'],https://africanmanager.com/5eme-session-de-la-commission-sectorielle-tuniso-algerienne-du-tourisme/,['African Manager'],"['Tue', 'aug 12:49:01 +0000']","['ministre algérien Tourisme l&8217;Artisanat Yacine', 'Hamadi', 'effectue mardi visite travail jour tunisie superviser homologue tunisien traval 5e session commission sectoriel mixte domain tourism', 'indique communiquer ministère visite s&8217;inscrit cadre']",
['chargement céréale ukrainien Istanbul'],https://africanmanager.com/le-premier-chargement-de-cereales-ukrainiennes-attendu-a-istanbul/,['African Manager'],"['Tue', 'aug 11:54:57', '+0000']","['chargement céréale ukrainien exporter l&8217;invasion russe février \xa0   minuit \xa0   Istanbul application l&8217;accord signer juillet Kiev Moscou d&8217;enrayer crise alimentaire mondial', 'Razoni battre pavillon Sierra Leone quitté odesser 9h00 6h00 GMT lundi', '']",
['usa \xa0   paieront prix \xa0   cas visite Pelosi Taïwan menacer Pékin'],https://africanmanager.com/les-usa-paieront-le-prix-en-cas-de-visite-de-pelosi-a-taiwan-menace-pekin/,['African Manager'],"['Tue', 'aug 11:52:42 +0000']","['Chine prévenir mardi Etats-Unis porter \xa0   responsabilité \xa0   d&8217;une visite Taïwan président Chambre représentant américaine Nancy Pelosi tourner asiatique qu&8217;ils devoir \xa0   payer prix \xa0 \xa0   Etats-Unis assurémer responsabilité conséquence devoir payer prix atteinte', '']",
['Pelosi \xa0   droit visiter Taïwan \xa0   estime Maison Blanche'],https://africanmanager.com/pelosi-a-le-droit-de-visiter-taiwan-estime-la-maison-blanche/,['African Manager'],"['Tue', 'aug 11:43:03 +0000']","['président chambre représentant Etats-Unis', 'Nancy', 'Pelosi', 'entamer lundi singapour tourner asiatique \xa0   droit visiter Taïwan \xa0   estimer maison Blanche Chine \xa0   positionner \xa0   démonstration force militaire autour île qu&8217;elle revendiquer Pelosi entretenir flou autour']",
['président l ’ isie persist signe'],https://africanmanager.com/le-president-de-lisie-persiste-et-signe/,['African Manager'],"['Tue', 'aug 11:41:58', '+0000']","['président l ’ instance supérieur indépendant élection Farouk Bouaskar affirmé mardi,&160 taux participation référendum juillet 30.5 \xa0   défier prétendent contraire prouver dire Tunisie pays droit d ’ institution contester']",
"['chef d ’', 'al', 'Qaïda al Zawahiri \xa0   tuer Etats-Unis frappe aérien']",https://africanmanager.com/le-chef-dal-qaida-al-zawahiri-tue-par-les-etats-unis-dans-une-frappe-aerienne/,['African Manager'],"['Tue', 'aug 11:37:59', '+0000']","['chef d&8217;al Qaïda l&8217;egyptien', 'Ayman', 'al Zawahiri être tuer nuit samedi dimanche afghanistan frappe dron américain', 'annoncer lundi direct télévision président américain joe Biden \xa0   Samedi ordre Etats-Unis', 'mener bien frappe aérien Kaboul afghanistan']",
['solde d ’ être démarrer jeudi août'],https://africanmanager.com/les-soldes-dete-demarreront-jeudi-4-aout-2022/,['African Manager'],"['Tue', 'aug 11:34:01 +0000']","['solde d&8217;été démarrer août dureront semaine cours consommateur bénéficieront baisse article', 'chambre national commercer tissus prêt-à-porter appeler consommateur participer massivement solde faire face contre offre mensonger']",
['information révocation magistrats dépourvu fondement'],https://africanmanager.com/les-informations-sur-la-revocation-de-certains-magistrats-sont-depourvues-de-tout-fondement/,['African Manager'],"['Tue', 'aug 10:27:25 +0000']",['information relayer récemment révocation magistrats dépourvu fondement assure ministère justice \xa0   n&8217 acun liste magistrat révoquer \xa0   souligner département bref communiquer publier lundi soir département justice indiquer qu&8217;il réserve'],
['Tunisie mettre hôpital disposition libyen suite l ’ explosion d ’ camion citern carburer'],https://africanmanager.com/la-tunisie-met-ses-hopitaux-a-la-disposition-des-libyens-suite-a-lexplosion-dun-camion-citerne-de-carburant/,['African Manager'],"['Tue', 'aug 10:18:38', '+0000']",['tunisie part plein solidarité Libye suite l&8217;explosion lundi sud pays d&8217;un camion citern carburer victime blessé suite drame tragique tunisie mettre hôpital équipe médical disposition frère libyen annonce ministèr'],
"['Maroc', 'nouveau charger d ’ affaire l ’ ambassade', 'us']",https://africanmanager.com/maroc-une-nouvelle-chargee-daffaires-de-lambassade-us/,['African Manager'],"['Tue', 'aug 09:57:44 +0000']",['Aimee Cutrona nouveau charger d ’ affaire l ’ ambassade américain Maroc diplomate venir prendre fonction lundi premier aout annoncer l ’ ambassade américain communiquer remplacer David Greene quitter poste juillet Apanews d ’ arriver rabat Mme Cutrona occuper poste'],
['Gafsa \xa0   bientôt réouverture piscine municipal'],https://africanmanager.com/gafsa-bientot-reouverture-de-la-piscine-municipale/,['African Manager'],"['Tue', 'aug', '09:12:32', '+0000']","['maire gafsa Helmi', 'Belhani annoncer piscine municipal sidi Ahmed Zarrouk rouvrir prochain jour l&8217;achèvemer travail maintenanc réaménagement atteindre actuellement stade d&8217;avancement déclaration l&8217;agence TAP souligner traval porter']",
['Guinée Cédéao préoccupé monter tension sociopolitique'],https://africanmanager.com/guinee-la-cedeao-preoccupee-par-la-montee-des-tensions-sociopolitiques/,['African Manager'],"['Tue', 'aug 08:28:11', '+0000']","['violent manifestation dérouler semaine dernier conakry capital', 'Guinée renouer violence', 'manifestation vouloir pacifique front national défense constitution FNDC être violemment réprimer force l ’ ordre', 'bilan jour contestation jeudi vendredi']",
['Mali Boubou cisser clame innocenc'],https://africanmanager.com/mali-boubou-cisse-clame-son-innocence/,['African Manager'],"['Tue', 'aug 08:26:26 +0000']","['l ’ ancien ministre malien coup d ’ mandat d ’ arrêt international faux usage faux atteinte bien public chute d ’ Ibrahim Boubacar Keïta IBK être ministre août Boubou cisser s ’ exprimer publiquement', 'lundi rompre silence']",
"['côte d ’', 'Ivoire', 'vingtaine mort', 'accident']",https://africanmanager.com/cote-divoire-une-vingtaine-de-morts-dans-un-accident/,['African Manager'],"['Tue', 'aug 08:22:32', '+0000']","['\xa0   accident \xa0  \xa0  \xa0   circulation \xa0  \xa0  \xa0  \xa0   lundi \xa0   premier \xa0   août \xa0 \xa0 \xa0   mort', 'groupement sapeur pompier militaire gspm souligne drame survenir collision camion minicar Abobo Nord-Est d ’ Abidjan capital économique ivoirien Apanews côte d ’ Ivoire ministère Transports indique qu ’ 12.000 accident circulation an']",
['l ’ ethiopie prêt négocier tplf'],https://africanmanager.com/lethiopie-prete-a-negocier-avec-le-tplf/,['African Manager'],"['Tue', 'aug 07:47:32 +0000']",['force armer loyal éthiopien rebelle tigréen s ’ affrontent gouvernement éthiopien annoncer prêt négocier rebelle front populaire libération Tigré tplf aucun condition addi Abeba demander tplf déposer arme négociation devoir lieu gouvernement'],
['Rwanda signe accord judiciaire Zimbabwe'],https://africanmanager.com/le-rwanda-signe-un-accord-judiciaire-avec-le-zimbabwe/,['African Manager'],"['Tue', 'aug 07:46:23 +0000']","['Kigali \xa0   cherche \xa0  \xa0   juger \xa0  \xa0   auteur \xa0   présumer \xa0  \xa0   génocid \xa0  \xa0   l ’ accord signer juillet vise accélérer affaire criminel indique communiquer presse publier ministère rwander affaire étranger', 'autorité rwandaiser chercher obtenir l ’ extradition personne soupçonner d ’ commis génocid trouver Zimbabwe Apanews', '']",
['festival Gabès vouloir maintenir spectacle \xa0   nmout Alik \xa0   Lamine Nahdi'],https://africanmanager.com/le-festival-de-gabes-veut-maintenir-le-spectacle-nmout-alik-de-lamine-nahdi/,['African Manager'],"['Tue', 'aug 07:45:09 +0000']",['spectacle Nmout Alik Lamine Nahdi d&8217;après texte Moncef Dhouib programmer cadre 37ème édition festival international gabè lieu date prévoir août prochain communiqué publier dimanche soir comité directeur festival indiquer détermination'],
